#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTOPTA_ZE_22907;Now, there are still more vassals to greet...;Il reste encore des vassaux à saluer...;Wohlan, es gibt noch mehr Vasallen zum Begrüßen ...;;Vamos, aún hay más vasallos que saludar...;;;;;;;;;x
EVTDESC_ZE_22908;[vassal_teacher_martial.GetBestName] is a renowned fighter and tactician. After having introduced [vassal_teacher_martial.GetHerselfHimself] to [introduced_heir.GetFirstName], [vassal_teacher_martial.GetFirstName] approaches you with an offer. [vassal_teacher_martial.GetFirstName] is willing to spend some time teaching [introduced_heir.GetFirstName] how to fight in exchange for your favor.;[vassal_teacher_martial.GetBestName] fait preuve de prouesse au combat et en stratégie militaire. Après son introduction auprès de [introduced_heir.GetFirstName], [vassal_teacher_martial.GetFirstName] vous fait une offre. [vassal_teacher_martial.GetFirstName] propose de passer du temps pour enseigner à [introduced_heir.GetFirstName] l'art du combat en échange d'une faveur.;[vassal_teacher_martial.GetBestName] ist ein Kämpfer und erfahrener Taktiker. Nachdem [vassal_teacher_martial.GetSheHe] sich [introduced_heir.GetFirstName] vorgestellt hat, macht Euch [vassal_teacher_martial.GetFirstName] ein Angebot. [vassal_teacher_martial.GetFirstName] ist gewillt, [introduced_heir.GetFirstName] in die Tücken des Kampfes einzuweisen, wenn Ihr Eure Gunst gewährt.;;[vassal_teacher_martial.GetBestName] es un renombrado cazador y táctico renombrado. Después de presentarse [vassal_teacher_martial.GetHerselfHimself] a [introduced_heir.GetFirstName], [vassal_teacher_martial.GetFirstName] se te acerca con una oferta. [vassal_teacher_martial.GetFirstName] está dispuesto a pasar un tiempo enseñando a luchar a [introduced_heir.GetFirstName] a cambio de tu favor.;;;;;;;;;x
EVTOPTA_ZE_22908;That would be useful, I will bestow my favor upon you!;Ce sera utile, je concède ma faveur !;Das ist sicher hilfreich, ich gewähre Euch meine Gunst!;;¡Eso sería útil, te concederé mi favor!;;;;;;;;;x
EVTOPTB_ZE_22908;Learn how to fight? There is no need for such nonsense!;L'art du combat ? Je n'en vois pas l'intérêt.;Kriegskunst? Das ist absolut unnötig!;;¿Aprender a luchar? ¡No hay necesidad de tal tontería!;;;;;;;;;x
EVTDESC_ZE_22909;It is evidently clear to all of the visiting vassals that [introduced_heir.GetTitledFirstName] has been infatuated with [husband_target.GetTitledFirstName]'s wife, [wife_target.GetTitledFirstName]. While harmless, [introduced_heir.GetFirstName] is still following her around like a dog. [husband_target.GetFirstName] does not seem to be amused.;Tous les vassaux en visite se rendent compte que [introduced_heir.GetTitledFirstName] est sous l'influence de la femme de [husband_target.GetTitledFirstName], [wife_target.GetTitledFirstName]. [introduced_heir.GetFirstName] la suit comme un toutou inoffensif, ce qui semble déplaire à [husband_target.GetFirstName].;Es ist allen besuchenden Vasallen mehr als offensichtlich, dass [introduced_heir.GetTitledFirstName] der Gemahlin von [husband_target.GetTitledFirstName], [wife_target.GetTitledFirstName], verfallen ist. Das ist zwar harmlos, doch folgt [introduced_heir.GetFirstName] ihr wie ein Hund. [husband_target.GetFirstName] ist nicht begeistert.;;Es evidentemente claro  para todos los vasallos que visitan que [introduced_heir.GetTitledFirstName] se ha enamorado de [wife_target.GetTitledFirstName], la esposa de [husband_target.GetTitledFirstName]. Aunque es inofensivo,  [introduced_heir.GetFirstName] todavía la sigue como un perrito. [husband_target.GetFirstName] no parece que le haga gracia.;;;;;;;;;x
EVTOPTA_ZE_22909;There is no time for this nonsense!;Je n'ai pas de temps à perdre avec ces idioties !;Wir haben keine Zeit für solchen Unfug!;;¡No hay tiempo para estas tonterías!;;;;;;;;;x
COUNCIL_VOTE_WAR_ACCEPT_SETUP;Council voting outcome for war;Le Conseil vote l'issue de la guerre;Wahlergebnis des Rates zum Krieg;;Resultado de la votación del consejo para la guerra;;;;;;;;;x
STOP_ENFORCE_PEACE_INTERACTION_ACCEPT_SETUP;Request to stop Enforce Peace accepted;Requête acceptée d'empêcher la déclaration de paix;Anfrage zum Beenden des durchgesetzten Friedens akzeptiert;;Petición para parar la imposición de la Paz aceptada;;;;;;;;;x
STOP_ENFORCE_PEACE_INTERACTION_DECLINE_SETUP;Request to stop Enforce Peace denied;Requête refusée d'empêcher la déclaration de paix;Anfrage zum Beenden des durchgesetzten Friedens abgelehnt;;Petición para parar la imposición de la Paz denegada;;;;;;;;;x
ASK_REALM_PEACE_INTERACTION_ACCEPT_SETUP;Request for Enforce Peace accepted;Requête acceptée de déclarer la paix;Anfrage zum durchgesetzten Frieden akzeptiert;;Petición para imponer la paz aceptada;;;;;;;;;x
ASK_COUNCIL_POSITION_INTERACTION_ACCEPT_SETUP;Accepting Council Position request;Accepter le poste au sein du Conseil;Anfrage zur Haltung des Rates akzeptiert;;Aceptar la petición para el puesto del Consejo;;;;;;;;;x
FORCE_JOIN_FACTION_INTERACTION_ACCEPT_SETUP;Forced into joining faction;Obligation de rejoindre une faction;Zum Beitritt zur Fraktion gezwungen;;Obligado a unirse a facción;;;;;;;;;x
ASSIGN_VOTER_TITLE_INTERACTION_DECLINE_SETUP;Councillor Declined;Le Conseiller a refusé;Ratsmitglied abgelehnt;;Consejero rechazado;;;;;;;;;x
succession_voting_power;Council Authority;Autorité du Conseil;Ratsautorität;;Autoridad del Consejo;;;;;;;;;x
succession_voting_power_desc;The Council's authority in regards to the right of holding office and voting for succession.;L'autorité du Conseil s'étend à la tenue de son siège et au vote de succession.;Die Autorität des Rates in Hinsicht auf das Recht zum Amt und die Wahl des Nachfolgers.;;La autoridad del Consejo acerca del derecho al cargo y votar sobre la sucesión.;;;;;;;;;x
succession_voting_power_0_desc;The ruler has full authority over choice of succession law and can fire council members at will.\n;Le dirigeant décide seul de la loi de succession et peut révoquer les membres du Conseil à sa guise.\n;Der Herrscher hat die Autorität zur Wahl der Nachfolgeregelung und kann Ratsmitglieder auf Gutdünken entlassen.\n;;El gobernante tiene autoridad completa para elegir la ley de sucesión y puede despedir a miembros del Consejo en la voluntad. \n;;;;;;;;;x
succession_voting_power_1_desc;The Council's authority reaches its peak, with the ruler unable to fire council members at will and unable to completely control the succession of the realm.\n;L'autorité du Conseil est absolue, le dirigeant ne pouvant ni révoquer ses membres à sa guise ni avoir un contrôle total sur la succession du royaume.\n;Die Autorität des Rates ist hoch und der Herrscher kann keine Mitglieder auf Gutdünken entlassen oder die Nachfolge des Reiches kontrollieren.\n;;La autoridad del Consejo alcanza su pico, con el gobernante incapaz de despedir a miembros del Consejo según su voluntad e incapaz de controlar totalmente la sucesión del reino. \n;;;;;;;;;x
succession_voting_power_0_option;Limited;Limitée;Begrenzt;;Limitada;;;;;;;;;x
succession_voting_power_1_option;Full;Absolue;Voll;;Total;;;;;;;;;x
succession_voting_power_0;Limited Council Authority;Autorité limitée du Conseil;Begrenzte Ratsautorität;;Autoridad limitada del Consejo;;;;;;;;;x
succession_voting_power_1;Full Council Authority;Autorité absolue du Conseil;Vollständige Ratsautorität;;Autoridad total del Consejo;;;;;;;;;x
#faction_powerful_vassal_takeover_desc;Members seek to remove §Y[From.Liege.GetBestName]§! from power and significantly increase the Council's power by instituting the §YFull Council Authority§! and §YElective Monarchy§! laws. Once this faction is sufficiently powerful, §Y[From.GetBestName]§! may present an ultimatum to §Y[From.Liege.GetBestName]§!.;Les membres cherchent à évincer du pouvoir §Y[From.Liege.GetBestName]§! et à augmenter considérablement le pouvoir du Conseil en instaurant l'§Yautorité absolue du Conseil§! et des lois de §Ymonarchie élective§!. Une fois cette faction suffisamment puissante, §Y[From.GetBestName]§! pourra présenter un ultimatum à §Y[From.Liege.GetBestName]§!.;Die Mitglieder wollen §Y[From.Liege.GetBestName]§! von der Macht entthronen und die Macht des Rates durch Gesetze zur §Yvollständigen Ratsautorität§! und §YWahlmonarchie§! stärken. Wenn diese Fraktion ausreichend mächtig ist, kann §Y[From.GetBestName]§! §Y[From.Liege.GetBestName]§! ein Ultimatum unterbreiten.;;¡Los miembros intentan quitar el poder a §Y [From.Liege.GetBestName]§! y aumentar significativamente el poder del Consejo instituyendo la §YAutoridad total del Consejo§! y leyes de §YMonarquía electiva§! ¡Una vez esta facción sea lo suficientemente poderosa, §Y [From.GetBestName]§! puede presentar un ultimátum a §Y[From.Liege.GetBestName]§!.;;;;;;;;;x
#EVTDESC8221;Rather than letting civil war tear the realm apart, [From.GetTitledName] has agreed to give up [From.GetHerHis] title for the good of the realm. We have chosen [new_title_holder.GetFullName] as our new ruler, and Elective Monarchy has been instituted in the realm. Your valuable support in this matter will not be forgotten.\n\nSincerely,\n[FromFrom.GetTitledName];Plutôt que de laisser une guerre civile diviser le royaume, [From.GetTitledName] a accepté de renoncer à son titre. Nous avons désigné [new_title_holder.GetFullName] comme nouveau souverain, et la monarchie élective a été instaurée dans le royaume. Votre précieux soutien lors du conflit ne sera pas oublié.\n\nSalutations distinguées,\n[FromFrom.GetTitledName];Um zu verhindern, dass ein Bürgerkrieg das Reich zerreißt, hat [From.GetTitledName] zugestimmt, den Titel zugunsten des Reiches aufzugeben. [new_title_holder.GetFullName] wurde zum neuen Herrscher berufen und die Wahlmonarchie ist im Reich etabliert. Wir werden Euren Einsatz zugunsten dieses Fortschritts nicht vergessen.\n\nGezeichnet,\n[FromFrom.GetTitledName];;Antes que dejar que una guerra civil desagarre al reino, [From.GetTitledName] ha acordado ceder [From.GetHerHis] título por el bien del reino. Hemos elegido a [new_title_holder.GetFullName] como nuestro nuevo gobernante y se ha instituido la Monarquía Electiva en el reino. Tu valioso apoyo en este asunto no será olvidado. \n\nSinceramente,\n [FromFrom.GetTitledName];;;;;;;;;x
#EVTDESC8222;Under pressure from a powerful Faction, §Y[From.GetTitledName]§! has agreed to abdicate the throne and institute full council authority and Elective Monarchy. Hail the new ruler, §Y[new_title_holder.GetFullName]§!!;Sous la pression d'une faction puissante, [From.GetTitledName] a accepté de renoncer au trône et d'instaurer l'autorité absolue du Conseil, ainsi que la monarchie élective. Gloire au nouveau souverain, [new_title_holder.GetFullName] !;Auf Druck einer mächtigen Fraktion hat §Y[From.GetTitledName]§! auf den Thron verzichtet, dem Rat vollständige Autorität zugesichert und die Wahlmonarchie etabliert. Ehre unserem neuen Herrscher, §Y[new_title_holder.GetFullName]§!!;;Bajo la presión de una poderosa Facción, [From.GetTitledName] ha aceptado abdicar el trono e instituir la Autoridad total del Consejo y la monarquía electiva. ¡Salve al nuevo gobernante, [new_title_holder.GetFullName]!;;;;;;;;;x
succession_voting_power_1_effect_tooltip;§YPowerful Vassals§! cannot be fired from the §YCouncil§!\nEnables the §YElective Monarchy§! law for Indian and Muslim religions\nCan no longer change succession if §YElective Monarchy§! is instituted;Les §Yvassaux puissants§! ne peuvent pas être révoqués du §YConseil§!\nPermet la loi de succession par §Ymonarchie élective§! pour les religions indiennes et musulmanes\nLa loi de succession ne peut plus être changée si la §Ymonarchie élective§! est instaurée;§YMächtige Vasallen§! können nicht vom §YRat§! ausgeschlossen werden.\nAktiviert das Gesetz der §YWahlmonarchie§! für indische und muslimische Religionen.\nDie Nachfolge kann nicht geändert werden, wenn §YWahlmonarchie§! etabliert ist.;;§YVasallo poderoso§! no puede ser despedido del §YConsejo§! \nActiva la ley de §YMonarquia Electiva§! para las religiones india y musulmana\nNo se puede volver a cambiar la sucesión si se instituye §YMonarquia Electiva§!.;;;;;;;;;x
succession_voting_power_0_effect_tooltip;§YPowerful Vassals§! can be fired from the §YCouncil§!\nDisables the §YElective Monarchy§! law for Indian and Muslim religions\nCan now change succession if §YElective Monarchy§! is instituted;Les §Yvassaux puissants§! peuvent être révoqués du §YConseil§!\nDésactive la loi de §Ymonarchie élective§! pour les religions indienne et musulmane\nLa loi de succession peut désormais être changée si la §Ymonarchie élective§! est instaurée;§YMächtige Vasallen§! können vom §YRat§! ausgeschlossen werden.\nDeaktiviert das Gesetz der §YWahlmonarchie§! für indische und muslimische Religionen.\nDie Nachfolge kann geändert werden, auch wenn §YWahlmonarchie§! etabliert ist.;;§YVasallos poderosos§! puede ser despedido del §YConsejo§!\nDesactiva la ley de §YMonarquia Electiva§! para las religiones india y musulmana\nAhora puede cambiar la sucesión si se instituye §YMonarquía Electiva§!.;;;;;;;;;x
#RENEGOTIATED_NAP;Renegotiated Non-Aggression Pact;Pacte de non-agression renégocié;Nichtangriffspakt neu verhandelt;;Pacto de No agresión renegociado;;;;;;;;;x
MATRILINEAL_MARRIAGE_CONCLAVE;Both parties must allow matrilineal marriage;Les deux parties doivent autoriser le mariage matrilinéaire;Matrilineare Heirat muss von beiden Parteien erlaubt werden;;Ambas partes deben permitir matrimonio matrilineal;;;;;;;;;x
STEAM_SUBSCRIBER_AGREEMENT;Agree to Steam Subscriber Agreement;Accepter l'accord de souscription de Steam;Zustimmung zu Steam-Abonnenten-Vereinbarung;;Aceptar acuerdo de suscripción a Steam;;;;;;;;;x
VICE_ROYALTY_CHANGE_PRIMARY_FORBIDDEN;Vice Royalties are not allowed to change primary title;Les vice-royautés ne peuvent pas changer leur titre principal;Vizeherrscher dürfen den Primärtitel nicht ändern;;A los vicerreinatos no se les permite cambiar título primario;;;;;;;;;x
CONFIRM_ABANDON_GAME_TITLE;Abandon Game;Abandonner Partie;Spiel abbrechen;;Dejar partida;;;;;;;;;x
CONFIRM_ABANDON_GAME_DESC;Are you sure you want to abandon the game?;Voulez-vous vraiment abandonner la partie ?;Wirklich das Spiel abbrechen?;;¿Seguro que quieres dejar la partida?;;;;;;;;;x
SM_CONTEXTMUSIC;Context Sensitive Music;Musique contextuelle;Kontextbezogene Musik;;Música sensible al contexto;;;;;;;;;x
MINIMAP_NEXTSONG;Next Song;Morceau suivant;Nächstes Lied;;Siguiente canción;;;;;;;;;x
MINIMAP_NEXTSONG_DELAYED;Now playing: $SONG|Y$;Lecture en cours : $SONG|Y$;Aktuelles Lied: $SONG|Y$;;Ahora suena: $SONG|Y$;;;;;;;;;x
PEACE_ENFORCE_COUNCIL_DISCONTENT;Council must be Content;Le Conseil doit être satisfait;Rat muss zufrieden sein;;El Consejo debe estar Contento;;;;;;;;;x
COUNCIL_DISCONTENT_EFFECT;Councillors cannot join or start §YFactions§! while the council is §YContent§! and the §YWar Declaration§! law is set to §YCouncil§! (Nomadic and Tribal councillors can always join and start factions).\nThe liege cannot §YEnforce Realm Peace§! while the council is §YDiscontent§!.;Les conseillers ne peuvent pas rejoindre ou initier une §Yfaction§! tant que le Conseil est §Ysatisfait§! et tant que le Conseil vote les §Ydéclarations de guerre§! (les conseillers nomades ou tribaux peuvent rejoindre ou initier une faction en tout temps).\nLe seigneur ne peut pas §Ydécréter la paix dans le pays§! tant que le Conseil est §Yinsatisfait§!;Ratsmitglieder können keine §YFraktionen§! gründen oder ihnen beitreten, solange der Rat §Yzufrieden§! ist und §YKriegserklärungen§! vom Rat beschlossen werden (gilt nicht für Nomaden- und Stammesräte).\nDem Lehnsherrn steht §YReichsfrieden durchsetzen§! nicht zur Verfügung, solange der Rat §Yunzufrieden§! ist.;;¡Los consejeros no pueden unirse o crear §YFacciones§! mientras el Consejo esté §YContento§! y la ley de §YDeclaración de guerra§! esté fijada en §YConsejo§! (Nómadas y miembros tribales del Consejo siempre pueden unirse y crear facciones). \nEl Señor no puede §YImponer Paz en el Reino§! mientras que el consejo esté §YDescontento§!;;;;;;;;;x
alert_council_discontent_delayed;Your Council has been Discontent for $DISCONTENT_DURATION|Y$ month(s), and will be until §Y$DISCONTENT_END_DATE$§!. This means that if Councillors were prohibited by law from forming and joining factions, they may now do so. This could potentially destabilize the realm.;Votre Conseil est insatisfait depuis $DISCONTENT_DURATION|Y$ mois et le sera jusqu’au §Y$DISCONTENT_END_DATE$§!. Cela signifie que les conseillers peuvent dorénavant légalement former et rejoindre des factions, et potentiellement déstabiliser le pays.;Euer Rat ist seit $DISCONTENT_DURATION|Y$ Monat(en) unzufrieden und wird dies bis §Y$DISCONTENT_END_DATE$§! sein. Dies bedeutet, dass Ratsmitglieder Fraktionen gründen und ihnen beitreten können, wodurch sich das Reich eventuell destabilisiert.;;Tu Consejo lleva Descontento desde hace $DISCONTENT_DURATION$ mes(es), y lo estará hasta §Y$DISCONTENT_END_DATE$§!. Esto significa que si consejeros si los consejeros tenían prohibido por ley unirse y formar facciones, ahora pueden. Esto puede potencialmente desestabilizar el reino.;;;;;;;;;x
alert_liege_council_discontent_delayed;Your Liege's Council has been Discontent for $DISCONTENT_DURATION$ month(s), and will be until §Y$DISCONTENT_END_DATE$§!. This means that if Councillors were prohibited by law from forming and joining Factions, they may now do so. This could potentially destabilize the realm.;Le Conseil de votre seigneur lige est insatisfait depuis $DISCONTENT_DURATION$ mois et le sera jusqu’au §Y$DISCONTENT_END_DATE$§!. Cela signifie que les conseillers peuvent dorénavant légalement former et rejoindre des factions, et potentiellement déstabiliser le pays.;Der Rat Eures Lehnsherrn ist seit $DISCONTENT_DURATION$ Monat(en) unzufrieden und wird dies bis §Y$DISCONTENT_END_DATE$§! sein. Dies bedeutet, dass Ratsmitglieder Fraktionen gründen und ihnen beitreten können, wodurch sich das Reich eventuell destabilisiert.;;El Consejo de tu señor lleva Descontento desde hace $DISCONTENT_DURATION$ mes(es), y lo estará hasta §Y$DISCONTENT_END_DATE$§!. Esto significa que si consejeros si los consejeros tenían prohibido por ley unirse y formar facciones, ahora pueden. Esto puede potencialmente desestabilizar el reino.;;;;;;;;;x
coalitions_title;$GROUP$ Defensive Pact against $TARGET$;Pacte défensif du groupe $GROUP$ contre $TARGET$;$GROUP$er Verteidigungspakt gegen $TARGET$;;$GROUP$ Pacto defensivo contra $TARGET$;;;;;;;;;x
coalition_group;§YMembers:§!$MEMBERS$;§YMembres :§!$MEMBERS$;§YMitglieder: §!$MEMBERS$;;§YMiembros§!: $MEMBERS$;;;;;;;;;x
gov_bad_pope;Papacy;Papauté;Pontifikat;;Papado;;;;;;;;;x
gov_pope;[Religion.GetName]Papacy;Papauté (religion [Religion.GetName]);[Religion.GetName]es Pontifikat;;[Religion.GetName] Papado;;;;;;;;;x
gov_patriarchate;[Religion.GetName] Patriarchate;Patriarcat (religion [Religion.GetName]);[Religion.GetName]es Patriarchat;;[Religion.GetName] Patriarcado;;;;;;;;;x
gov_theocracy;[Religion.GetName] Theocracy;Théocratie (religion [Religion.GetName]);[Religion.GetName]e Theokratie;;[Religion.GetName] Teocracia;;;;;;;;;x
gov_republic;Republic;République (religion [Religion.GetName]);Republik;;República;;;;;;;;;x
gov_elective_muslim_aristocratic_monarchy;Elective Aristocratic [PrimaryTitle.GetTier];[PrimaryTitle.GetTier] (régime électoral et aristocratique);Aristokratie mit Elektorat [PrimaryTitle.GetTier];;Aristocrático electivo [PrimaryTitle.GetTier];;;;;;;;;x
gov_elective_muslim_despotic_monarchy;Elective Despotic [PrimaryTitle.GetTier];[PrimaryTitle.GetTier] (régime électoral et despotique);Despotie mit Elektorat [PrimaryTitle.GetTier];;Despótico electivo [PrimaryTitle.GetTier];;;;;;;;;x
gov_elective_muslim_absolute_monarchy;Elective Absolute [PrimaryTitle.GetTier];[PrimaryTitle.GetTier] (régime électoral et absolu);Absolut mit Elektorat [PrimaryTitle.GetTier];;Absoluto electivo [PrimaryTitle.GetTier];;;;;;;;;x
gov_elective_muslim_absolute_autocracy;Elective Absolute Imperial Autocracy;Autocratie impériale (régime électoral et absolu);Absolute kaiserliche Autokratie mit Elektorat;;Autocracia imperial absoluta electiva;;;;;;;;;x
gov_elective_muslim_despotic_autocracy;Elective Despotic Imperial Autocracy;Autocratie impériale (régime électoral et despotique);Despotische kaiserliche Autokratie mit Elektorat;;Autocracia imperial despótica electiva;;;;;;;;;x
gov_elective_muslim_aristocratic_autocracy;Elective Aristocratic Imperial Autocracy;Autocratie impériale (régime électoral et aristocratique);Aristokratische kaiserliche Autokratie mit Elektorat;;Autocracia imperial aristocrática electiva;;;;;;;;;x
INTERACTION_COALITION_RANGE;Is close enough to threaten us;Est sur le point de nous menacer;Nahe genug, um bedrohlich zu sein.;;Está bastante cerca de amenazarnos.;;;;;;;;;x
GAME_SETUP_COALITIONS_TARGET_ICON;Is the target of one or more §YDefensive Pacts§! with a total of $NUM_MEMBERS|Y$ members.;Est la cible d'un ou plusieurs §Ypactes défensifs§! représentant un total de $NUM_MEMBERS|Y$ membres.;Ist das Ziel einer oder mehrerer §YVerteidigungspakte§! mit insgesamt $NUM_MEMBERS|Y$ Mitgliedern.;;Eres el objetivo de uno o más §YPactos Defensivos! con un total de $NUM_MEMBERS|Y$ miembros.;;;;;;;;;x
GAME_SETUP_COALITIONS_MEMBER_ICON;Is in a §YDefensive Pact§! against $TARGET|Y$. A total of $NUM_MEMBERS|Y$ characters have joined §YDefensive Pacts§! against the same target.;Est membre d'un §Ypacte défensif§! contre $TARGET|Y$. Un total de $NUM_MEMBERS|Y$ personnages ont rejoint des §Ypactes défensifs§! contre la même cible.;Befindet sich in einem §YVerteidigungspakt§! gegen $TARGET|Y$. Insgesamt $NUM_MEMBERS|Y$ Charaktere sind dem §YVerteidigungspakt§! gegen das gleiche Ziel beigetreten.;;Está en un §YPacto Defensivo§! contra $TARGET|Y$. Un total de $NUM_MEMBERS|Y$ personajes se han unido en §YPacto Defensivos§!  contra el mismo objetivo.;;;;;;;;;x
alert_high_infamy_delayed;Effects of §YThreat§!:\n\n- With over $COALITION_INFAMY_LIMIT|%Y0$ §YThreat§! other realms can form §YDefensive Pacts§! to protect themselves from you. Each religious group has their own separate §YDefensive Pact§! and will only defend members belonging to that same §YDefensive Pact§!.\n\n- With over $OTHER_COALITION_JOIN_INFAMY|%Y0$ §YThreat§! all §YDefensive Pacts§! of other religious groups band together if you attack one of them.\n\n- With over $EVERY_COALITION_EXCEPT_HEADS_JOIN_INFAMY|%Y0$ §YThreat§! all §YDefensive Pacts§! including that of your own religious group will band together if you attack one of them.\n\n- With over $EVERY_COALITION_JOIN_INFAMY|%Y0$ §YThreat§! you are considered threatening enough that even your own religious head and holy orders from your religious group will defend other §YDefensive Pacts§! from you.\n\n- As your §YThreat§! increases, larger and more distant realms are allowed to join the §YDefensive Pacts§! opposing you.\n\n- As your §YThreat§! decreases, larger or more distant realms are forced to leave the §YDefensive Pacts§! opposing you.\n\n--------------\n§YThreat§! will decline slowly over time but you can manually lower it by granting independence to land not part of your De Jure realm.;Effets de la §YMenace§! :\n\n- Avec une §YMenace§! de plus de $COALITION_INFAMY_LIMIT|%Y0$, les autres pays peuvent former un §Ypacte défensif§! pour se protéger de vous. Chaque groupe religieux possède son propre §Ypacte défensif§! et défendra uniquement les membres appartenant au même §Ypacte défensif§!.\n\n- Avec une §YMenace§! de plus de $OTHER_COALITION_JOIN_INFAMY|%Y0$, tous les §Ypactes défensifs§! des autres groupes religieux s'unissent si vous attaquez l'un d'eux.\n\n- Avec une §YMenace§! de plus de $EVERY_COALITION_EXCEPT_HEADS_JOIN_INFAMY|%Y0$, tous les §Ypactes défensifs§!, dont celui de votre propre groupe religieux, s'unissent si vous attaquez l'un d'eux.\n\n- Avec une §YMenace§! de plus de $EVERY_COALITION_JOIN_INFAMY|%Y0$, vous représentez une menace suffisamment importante pour que votre propre chef religieux et les ordres sacrés de votre groupe religieux défendent les autres §Ypactes défensifs§! contre vous.\n\n- À mesure que votre §YMenace§! augmente, les pays les plus vastes ou les plus distants sont autorisés à rallier le §Ypacte défensif§! contre vous.\n\n- À mesure que votre §YMenace§! diminue, les pays les plus vastes ou les plus distants sont contraints de quitter le §Ypacte défensif§! contre vous.\n\n--------------\nVotre §YMenace§! diminuera progressivement, mais vous pouvez accélérer le processus en accordant l'indépendance aux terres ne faisant pas partie de votre territoire de jure.;Effekte der §YBedrohung§!:\n\nMit mehr als $COALITION_INFAMY_LIMIT|%Y0$ §YBedrohungen§! können andere Reiche einen §YVerteidigungspakt§! schließen, um sich vor Euch zu schützen. Jede religiöse Gruppierung hat ihren eigenen §YVerteidigungspakt§! und wird nur Mitglieder des gleichen Paktes verteidigen.\n- Bei über $OTHER_COALITION_JOIN_INFAMY|%Y0$ §YBedrohungen§! werden sich alle §YVerteidigungspakte§! anderer Religionen zusammenschließen, sobald Ihr einen von ihnen angreift.\n- Bei mehr als $EVERY_COALITION_EXCEPT_HEADS_JOIN_INFAMY|%Y0$ §YBedrohungen§! wird sich sogar Eure eigene religiöse Gruppierung anschließen, sobald Ihr angreift.\n- Bei mehr als $EVERY_COALITION_JOIN_INFAMY|%Y0$ §YBedrohungen§! seid Ihr bedrohlich genug, dass sogar das religiöse Oberhaupt Eurer Religion heilige Order gegen andere §YVerteidigungspakte§! rechtfertigt.\n- Je mehr Eure §YBedrohung§! ansteigt, umso eher werden Euch größere und weiter entfernte Reiche in §YVerteidigungspakten§! gegenüberstehen.\n- Je mehr sich Eure §YBedrohung§! verringert, umso mehr große und weit entfernte Reiche werden die §YVerteidigungspakte§! gegen Euch verlassen müssen.\n\n--------------\n§YBedrohung§! nimmt mit der Zeit ab, kann aber auch manuell verringert werden durch die Gewährung der Unabhängigkeit von Ländern, die nicht Teil Eures De-jure-Reiches sind.;;Efectos de la §YAmenaza§!:\n\n- Con una §YAmenaza§! por encima de $COALITION_INFAMY_LIMIT|%Y0$ Otros reinos pueden formar §YPactos Defensivos§!  para protegerse contra ti. Cada grupo religioso tiene tu propio §YPacto Defensivo§!  separado y solo defenderá a miembros que pertenezcan a ese mismo §YPacto Defensivo§!. \n\n- Con §YAmenaza§! por encima de $OTHER_COALITION_JOIN_INFAMY|%Y0$! todos los §YPactos Defensivos§!  de otros grupos religiosos se unirán si atacas a uno de ellos. \n\n. Con una §YAmenaza§! por encima de $EVERY_COALITION_EXCEPT_HEADS_JOIN_INFAMY|%Y0$! todos los §YPacto Defensivos§! incluyendo el de tu propio grupo religioso se unirá si atacas a uno de ellos.\n\n- Con una §YAmenaza§! por encima de $EVERY_COALITION_JOIN_INFAMY|%Y0$! se te considerará tan amenazante que incluso propio líder religioso defenderá órdenes religiosas de tu grupo religioso de otros §YPacto Defensivos§!\n\nSegún aumente tu §YAmenaza§! mayores reinos y más lejanos podrán unirse a un §YPacto Defensivo§! en tu contra.\n\n- Según se reduzca tu §YAmenaza§!, los reinos mayores o más lejanos serán obligados a salir del §YPacto Defensivo§! en tu contra. \n\n--------------\n§YAmenaza§! disminuirá despacio con el paso del tiempo, pero puedes reducirla manualmente concediendo independencia a tierras que no pertenezcan a tu reino De Jure.;;;;;;;;;x
INTERACTION_COALITION_REQUIRES_COUNTY_COMPARE;§Y[Actor.GetTitledFirstName]§! can be at most $RATIO|Y%0$ the size of §Y[Recipient.GetTitledFirstName]§!;§Y[Actor.GetTitledFirstName]§! peut atteindre au plus $RATIO|Y%0$ de la taille de §Y[Recipient.GetTitledFirstName]§!;§Y[Actor.GetTitledFirstName]§! darf maximal $RATIO|Y%0$ der Größe von §Y[Recipient.GetTitledFirstName]§! einnehmen;;§Y[Actor.GetTitledFirstName]§! debe tener como mucho $RATIO|Y%0$ del tamaño de §Y [Recipient.GetTitledFirstName]§!;;;;;;;;;x
COUNCIL_ELECTIVE;Council Elective;Conseil électif;Ratswahl;;Consejo electivo;;;;;;;;;x
WANTS_PARDON;I don't want to be imprisoned;Je ne veux pas me faire emprisonner !;Ich will nicht in Gefangenschaft geraten;;No quiero ser encarcelado;;;;;;;;;x
